geocode,regrowth_2001_2016,agr_pers,veg_pers,nreg_agr,nreg_veg,population2016,pop_g,lpw2016,lpw_g,Std_temp,precip,clay,ph,embargos_def,roads_km,silos_ton,lat,long,FNP,UF
5101704,172667.65,105038.8700,373527.9600,0.2706,0.0945,34349,0.014230769,2551.239375,0.1453,0.24222493,1535.62,26.41,51.47,0,0,0,-15.011653,-57.745218,58,51
5101803,91035.19,331761.6800,476221.3900,0.0766,0.0546,58690,0.008161538,2486.86375,0.218966667,0.311832621,1692.7475,28.48,53.78,2,174.753,0,-15.361659,-52.497603,65,51
5101852,35991.04,165332.6000,185941.0200,0.0532,0.0476,6144,0.031330769,2142.059375,0.218046667,0.386192957,1746.843125,25.06,52.24,5,23.723,27460,-12.289932,-51.497499,68,51
5101902,106986.66,325808.6400,985010.1100,0.0404,0.0137,18258,0.038038462,4944.9825,0.167586667,0.271317772,1817.05625,28.29,49.14,9,82.417,629030,-12.655195,-58.124663,63,51
5102504,233200.56,400346.8300,1640714.1300,0.1418,0.0388,90881,0.008130769,2584.805625,0.144446667,0.237148863,1323.745,26.99,54.84,7,45.964,0,-15.978123,-57.345606,58,51
5102603,50703.93,153006.9700,368018.5500,0.0727,0.0315,15252,0.011507692,2430.294375,0.220166667,0.30258883,1410.73625,28.63,52.85,2,4.654,2849,-14.374118,-53.128882,65,51
5102637,35581.25,375158.2200,494773.5000,0.0127,0.0096,32778,0.0425,6686.6275,0.164313333,0.255955725,1543.356875,33.42,51.7,2,127.978,1701447,-13.685763,-57.93371,63,51
5102678,41722.85,291289.7300,121085.5200,0.0506,0.1137,38814,0.050507692,8687.56625,0.158273333,0.254558441,1622.665,35.71,52.55,2,161.332,83929,-15.348277,-54.961149,60,51
5102686,30980.81,167348.2800,409031.6500,0.0269,0.0112,6336,0.048846154,6500.24375,0.162193333,0.257260406,1718.120625,29.89,50.4,0,55.339,921055,-13.579357,-59.191383,63,51
5102694,38857.39,126923.8400,157268.9300,0.0800,0.0656,6530,0.004461538,1616.478125,0.168926667,0.381521078,1595.591875,27.22,52,5,25.913,47750,-11.090364,-51.650285,68,51
5102702,83680.73,389679.9400,575569.3300,0.0684,0.0473,20461,0.020307692,726.298125,0.14496,0.339646262,1479.286875,26.71,52.21,7,31.574,119060,-13.538877,-52.29488,84,51
5103007,96484.98,170075.0700,358917.4200,0.1715,0.0893,18906,0.012861538,1732.67375,0.204133333,0.245688658,1414.075625,27.4,52.11,0,64.606,144830,-15.123257,-55.546345,59,51
5103106,147379.87,227224.1400,1213518.2700,0.0998,0.0203,6103,0.002376923,2270.904375,0.210393333,0.388793004,1485.016875,25.8,54.22,6,0,0,-13.869183,-51.147553,65,51
5103304,111499.85,161063.2900,1845526.4000,0.1019,0.0098,19702,0.020830769,2468.3075,0.1559,0.265856321,1729.7025,27.03,49.17,5,65.183,151745,-12.880373,-59.500322,62,51
5103353,52731.25,212335.6000,207622.9200,0.0495,0.0506,28913,0.037553846,1580.8075,0.164746667,0.419530988,1792.526875,27.02,52.04,15,18.021,2700,-10.273819,-51.278892,68,51
5103361,28803.1,12427.6000,233793.1100,0.3314,0.0257,3799,0.022976923,2468.3075,0.1559,0.266319827,1674.28875,28.79,50.32,2,0,0,-14.546446,-59.201825,62,51
5103403,60262.41,67268.2600,187973.1800,0.1764,0.0712,585367,0.012792308,1624.2675,0.206233333,0.257202903,1415.158125,26.68,53.49,4,113.098,28090,-15.439218,-55.950006,59,51
5103452,47458.65,62342.3400,38112.6900,0.1152,0.1756,11142,0.018361538,3991.63875,0.166346667,0.235597644,1434.278125,23.79,51.06,0,0,32597,-14.813257,-56.915732,63,51
5103502,52985.85,361085.6600,341993.9100,0.0293,0.0308,21180,0.009246154,6387.64,0.16606,0.238179729,1520.769375,29.92,51.32,1,117.967,967097,-14.095367,-56.717463,64,51
5103601,47678.12,97397.4700,88696.2600,0.1911,0.2060,8498,-0.003415385,6589.81375,0.157326667,0.267132926,1513.879375,29.59,52.7,0,38.999,0,-15.657983,-54.772382,60,51
5103700,77478.44,35356.6700,958701.7700,0.1614,0.0070,13127,0.042238462,4972.964375,0.213086667,0.283936613,1631.65,26.95,49.4,7,0,265000,-12.58802,-54.745219,64,51
5103858,85922.28,211346.5700,1247762.6300,0.0947,0.0174,7167,0.027476923,4288.1975,0.204526667,0.305351573,1539.3725,28.93,51.8,9,0,422184,-13.599715,-53.498293,64,51
5103908,37851.3,156278.2100,175127.8200,0.0805,0.0724,5318,0.010061538,10855.09188,0.138253333,0.291901096,1388.426875,29.39,52.58,3,153.134,0,-15.558683,-53.393117,10,51
5104203,67596.18,165981.4600,266032.1700,0.1045,0.0679,14525,0.005284615,4552.07125,0.132766667,0.264697941,1461.19375,29.46,53.16,1,0,0,-16.383723,-53.589465,61,51
5104526,21399.61,148277.2700,115469.5500,0.0166,0.0212,6903,0.07929,6855.984375,0.188293333,0.268179045,1868.1025,32.16,49.55,4,0,1103929,-12.22357,-56.121271,64,51
5104609,79193.05,442837.8600,327962.9900,0.0716,0.0943,13022,0.020007692,6736.913125,0.153853333,0.280124228,1398.420625,32.72,53.91,1,50.061,59778,-17.318186,-54.428588,60,51
5104807,33434.77,91980.0000,50410.8500,0.0889,0.1512,27494,0.009284615,6505.491875,0.16098,0.259457768,2046.33,32.57,52.96,0,43.178,0,-15.906552,-55.111868,60,51
5104906,17664.24,18881.3600,64337.2600,0.1813,0.0610,8543,0.011007692,1627.4975,0.20614,0.249893311,1350.055625,24.45,52.94,0,33.995,0,-15.330507,-56.54996,59,51
5105002,19041.14,92124.7500,27556.4900,0.0656,0.1900,12843,-0.018384615,2526.3525,0.146026667,0.273604794,1755.2325,23.13,51.24,0,0,0,-15.043256,-58.805445,58,51
5105150,65047.04,260709.1000,2214257.2200,0.0844,0.0107,39734,0.003176923,2065.045,0.155,0.282788938,1868.840625,26.65,46.97,8,152.003,0,-11.870026,-59.22913,66,51
5105200,36724.04,108477.4800,81911.0800,0.1185,0.1511,12887,-0.0027,5323.37375,0.1596,0.262931392,1934.293125,27.74,53.24,0,24.501,0,-16.18326,-54.906836,60,51
5105259,16100.17,226680.0800,105226.8400,0.0217,0.0455,59436,0.066769231,7110.75875,0.164166667,0.237766517,1641.53,35.02,51.68,2,48.658,2150821,-13.041469,-56.140173,64,51
5105309,18356.43,18071.7900,383829.8800,0.3138,0.0211,2472,-0.0137,1533.275625,0.15744,0.416800812,1722.03375,29.82,54.79,0,0,0,-11.014145,-50.942993,68,51
5105903,52415.69,76801.4200,242972.1400,0.1118,0.0383,15630,0.001107692,3697.896875,0.18562,0.238690001,1567.029375,28.06,52.69,1,27.262,8270,-14.379754,-55.811108,64,51
5106000,18643.63,39839.6400,74790.4300,0.1228,0.0694,6877,-0.017907692,4976.666875,0.171893333,0.240440568,1413.95625,25.86,51.65,0,9.983,0,-14.396505,-56.63407,63,51
5106109,75591.53,81934.0600,327108.8900,0.2056,0.0609,13361,0.007376923,1623.73375,0.206213333,0.25041216,1482.635625,25.87,52.41,2,27.625,0,-15.696211,-56.674884,59,51
5106174,30475.34,58983.5100,310353.0900,0.0751,0.0152,3574,0.032538462,2477.68,0.22116,0.355168974,1448.80875,24.85,53.32,0,23.005,0,-14.155845,-51.889405,65,51
5106182,74002.64,83099.0800,316657.9300,0.1724,0.0518,6231,0.026276923,2468.3075,0.1559,0.270970478,1836.616875,30.37,50.08,6,0,0,-14.25243,-59.458369,62,51
5106208,51401.25,81319.9800,174962.4700,0.1359,0.0681,5590,-0.026076923,1632.475625,0.206306667,0.25407922,1423.00125,26.14,51.9,0,23.85,0,-14.787158,-55.048682,59,51
5106224,39144.54,405922.8100,436773.6200,0.0233,0.0217,41178,0.064807692,6262.765625,0.174486667,0.233401478,1571.3075,31.02,50.74,3,78.59,1564501,-13.682125,-56.058893,64,51
5106240,104944.95,203312.5700,735928.7700,0.0518,0.0149,11074,0.041976923,5895.07375,0.183626667,0.261607212,1644.260625,32.15,50.6,8,71.74,1295601,-13.28345,-54.93043,64,51
5106257,75466.64,257923.0800,201090.2400,0.0583,0.0735,20519,0.006607692,2640.286875,0.22088,0.319663886,1482.108125,26.3,53.85,0,93.061,0,-14.599106,-52.408176,65,51
5106281,40343.11,248601.8600,191098.6800,0.0399,0.0513,8944,-0.013784615,3152.765625,0.213493333,0.296264943,1444.356875,28.98,53.03,1,0,0,-15.078922,-53.241023,65,51
5106307,233157.41,513602.2200,1535894.4600,0.0847,0.0300,21424,0.019715385,3686.46375,0.191933333,0.289125117,1532.58,28.73,51.75,10,0,240341,-14.065672,-54.119122,64,51
5106315,21815.81,9360.1400,394722.2700,0.3852,0.0146,2434,0.045723077,383.74,0.055513333,0.426043816,1600.89375,28.99,54.86,2,0,0,-12.314956,-50.888078,112,51
5106372,48549.98,206366.5000,148579.3300,0.0721,0.0974,16811,0.013761538,1476.432857,0.185635714,0.270418657,1311.133125,30.37,53.95,4,73.206,0,-16.799885,-54.256488,103,51
5106455,47382.55,74090.9200,120844.6800,0.1054,0.0674,2965,-0.004584615,1684.79125,0.207873333,0.266144541,1423.014375,27.07,51.99,0,0,42546,-14.590707,-54.672325,59,51
5106505,166827.91,153888.5600,1342224.1400,0.2342,0.0339,32205,0.002830769,1630.3725,0.20516,0.245190402,1461.975625,24.88,52.82,3,67.02,0,-15.992642,-56.796649,59,51
5106653,32907.93,96010.5300,119939.7200,0.1152,0.0944,6259,0.031184615,2621.53,0.158233333,0.290344623,1488.160625,24.99,52.61,2,0.335,0,-15.931975,-52.720115,61,51
5106703,9097.69,23675.1900,33560.0800,0.0707,0.0509,2048,-0.015992308,2607.22,0.1562,0.286934952,1680.23875,29.3,53.22,0,0,0,-16.65986,-52.933017,61,51
5106752,119472.77,250975.8100,484942.7500,0.1150,0.0630,43538,0.011415385,2468.3075,0.1559,0.269201752,1796.480625,29.96,50.13,4,0,0,-14.816912,-59.100485,62,51
5106778,41254.67,101538.2100,237258.3300,0.0885,0.0399,11837,0.019492308,1678.205,0.1763,0.389555302,1803.17375,28.38,53.66,5,2.796,28990,-10.885826,-51.461477,68,51
5106851,31607.07,39811.6400,137050.8400,0.1483,0.0481,4574,-0.025576923,1632.983125,0.206033333,0.240471759,1407.600625,26.56,52.92,1,0,0,-15.545947,-57.224496,59,51
5107008,89040.04,248530.7900,337239.4700,0.1261,0.0961,19533,-0.015115385,5085.188125,0.149026667,0.266705206,1537.1075,29.11,52.8,6,33.134,0,-15.852275,-54.184603,60,51
5107040,38462.95,353124.0700,132777.9500,0.0325,0.0819,60060,0.031076923,8528.186875,0.153813333,0.277451948,1484.535625,34.58,52.75,2,111.781,103280,-15.097396,-54.220516,60,51
5107156,8984.81,12518.1500,110230.3400,0.1469,0.0192,2638,-0.000769231,2539.78875,0.14552,0.259800404,1606.663125,25.26,50.9,0,0,0,-14.900243,-58.477443,58,51
5107180,77788.97,198448.6400,811045.1500,0.0923,0.0243,9681,0.0162,2563.740625,0.228466667,0.394740421,1488.5825,25.91,53.3,13,20.602,0,-12.904595,-51.430333,65,51
5107198,6132.72,35001.4700,17296.5200,0.0341,0.0668,2388,0.012707692,4588.62875,0.165533333,0.288703279,1480.908125,27.95,53.99,0,0,2010,-16.493936,-52.760219,61,51
5107297,5672.6,28924.3700,8644.7200,0.0415,0.1265,3869,0.012807692,3471.24625,0.149586667,0.271740532,1443.459375,26.19,53.1,0,0,0,-16.462772,-54.274645,60,51
5107305,29657.44,129170.2800,222511.2100,0.0379,0.0224,19395,0.025853846,5434.418125,0.16906,0.23614173,1645.325,27.41,50.35,3,0,497230,-13.624654,-56.799865,63,51
5107404,9957.08,15943.7400,11832.3300,0.1985,0.2503,4493,0.014323077,3864.490625,0.164926667,0.263924705,1427.9275,25.73,53.45,0,2.795,0,-15.954549,-54.738609,60,51
5107602,47714.89,295045.3300,120623.5900,0.0589,0.1328,218899,0.022307692,5479.1,0.149666667,0.269455469,1571.565,27.15,53.55,6,115.099,381230,-16.520311,-54.668466,60,51
5107701,119637.47,113205.8200,492997.8800,0.1830,0.0489,18531,-0.005123077,1650.331875,0.205753333,0.238990063,1471.538125,25.79,52.78,2,46.973,67830,-14.772746,-55.942185,59,51
5107750,45560.61,39995.8400,84659.8600,0.2213,0.1184,5280,-0.041323077,2544.13625,0.145686667,0.251680187,1667.74,29.16,51.39,0,0,0,-14.894939,-58.275437,58,51
5107768,24742.27,129868.9500,258769.5500,0.0384,0.0197,3135,0.060369231,6081.865,0.178626667,0.243069777,1518.28375,30.03,50.75,1,0,521830,-13.832764,-55.294563,64,51
5107776,49215.88,100569.8900,425693.2700,0.1205,0.0314,7967,0.015123077,490.066875,0.110133333,0.420697833,1823.51625,26.78,51.13,6,0,0,-10.476992,-50.865201,94,51
5107792,23244.2,159340.5100,141442.1100,0.0547,0.0612,4728,0.053792308,3982.310625,0.216586667,0.302586076,1429.03875,33.31,52.91,0,0,0,-14.81919,-53.671005,65,51
5107800,158899.39,273768.6000,726245.4600,0.1452,0.0602,20412,0.007853846,1866.68875,0.203166667,0.265631323,1614.99875,28.46,52.87,1,78.464,0,-16.229697,-55.367722,59,51
5107859,106623.24,315524.2800,1162732.9400,0.0742,0.0213,11257,0.009007692,1991.07,0.211733333,0.414052634,1645.008125,26.98,53.65,6,124.793,49030,-11.593177,-51.07706,68,51
5107875,41419.67,358481.9700,876807.8800,0.0190,0.0078,23496,0.065961538,6664.0475,0.163753333,0.25666369,1631.403125,30,50.47,0,122.401,1584663,-13.154369,-58.652348,63,51
5107883,21716.98,31268.4000,82313.7300,0.1538,0.0646,1548,0.029076923,1557.92125,0.161026667,0.416187057,1667.099375,23.44,51.58,3,41.193,0,-12.022951,-51.357958,68,51
5107925,36500.06,531962.9400,274839.4200,0.0174,0.0332,82792,0.051569231,7035.26125,0.166553333,0.247679228,1551.191875,33.16,50.63,6,154.848,2959487,-12.917112,-55.659612,64,51
5107958,150351.02,137118.4900,876899.5500,0.1937,0.0362,96932,0.031,4902.435625,0.173,0.252711133,1451.6025,31.2,54.14,1,14.635,14948,-14.359789,-58.53821,63,51
5108006,27239.13,159679.0000,200942.3800,0.0269,0.0215,12867,0.006907692,6145.728125,0.186133333,0.250079987,1802.26375,28.93,49.28,10,0,658010,-12.60889,-56.316239,64,51
5108105,50975.07,148482.9600,209673.2900,0.0963,0.0701,3666,0.002623077,3707.52875,0.146466667,0.28138867,1600.2675,28.31,52.42,1,0.798,0,-15.908008,-53.456001,61,51
5108204,29068.99,111805.8900,90574.3700,0.0623,0.0758,4789,-0.019792308,3117.92875,0.154493333,0.288483824,1454.220625,28.54,53.43,0,0,6452,-16.29454,-52.889712,61,51
5108352,15323.84,43966.4500,130973.6000,0.0643,0.0226,3413,-0.002192308,2468.3075,0.1559,0.268557101,1782.12625,29.25,51.04,0,0,0,-14.798231,-58.919737,62,51
5108402,23843.04,22938.4400,47568.7200,0.1822,0.0970,271339,0.016092308,551.528125,0.04012,0.270157362,1227.94125,22.47,53.07,1,68.895,0,-15.562119,-56.285348,111,51
5108501,26242.79,95602.7800,122423.5100,0.0406,0.0320,11499,0.015684615,6372.925625,0.207626667,0.262899696,1498.726875,30.21,49.15,7,0,1872058,-12.5354,-55.562946,64,51
5108600,62646.42,250318.7200,320596.5900,0.0711,0.0564,24392,0.029353846,1556.025,0.160906667,0.402636623,1684.31,26.53,52.04,10,18.07,9627,-10.199714,-51.100427,68,51
5108907,79789.33,120375.0600,836279.4300,0.1028,0.0162,7975,0.038753846,5178.525,0.17742,0.258881408,1656.680625,27.27,50.92,6,0,564080,-13.449921,-57.401026,63,51
5200050,1850.92,10616.6200,2103.3500,0.0857,0.3210,8053,0.032053846,6495.775,0.17686,0.358822147,1256.2175,40.18,53.29,0,12.391,0,-16.785179,-49.454049,72,52
5200100,22109.41,51947.2200,29956.0400,0.1620,0.2511,18427,0.028338462,7108.10875,0.18378,0.365987249,1512.01,43.23,52.81,1,53.316,3580,-16.18684,-48.713614,72,52
5200134,17449.17,117250.7300,28123.7300,0.0466,0.1692,21905,0.014307692,8854.783125,0.14658,0.311992922,1260.04375,38.72,56.85,0,46.292,407000,-17.452209,-50.326032,69,52
5200159,858.67,9663.0400,1056.2400,0.0372,0.2609,2608,0.003169231,6407.763125,0.175973333,0.356742204,1485.45,36.81,54.61,0,0,0,-16.369254,-50.184673,72,52
5200175,29833.93,60845.6600,107901.2800,0.1284,0.0767,5560,0.014292308,2431.679333,0.221064286,0.370822846,1758.221875,42.66,52.73,0,35.011,125906,-14.906515,-47.795432,75,52
5200209,2556.71,36283.8700,4921.8500,0.0295,0.1833,2394,-0.002069231,5647.205625,0.158813333,0.367849607,1352.738125,31.64,53.96,3,0,19320,-17.927324,-48.812567,69,52
5200258,3821.3,4870.3700,6983.8900,0.1917,0.1419,191499,0.043153846,4977.04,0.20342,0.398948096,1308.57875,42.29,53.56,1,16.433,0,-15.755796,-48.287428,73,52
5200308,15145.27,41047.2800,26243.4700,0.1369,0.1988,26457,0.018192308,5286.72375,0.208746667,0.36577771,1459.980625,44.17,53.13,2,31.638,14390,-16.089104,-48.482341,73,52
5200506,675.94,8814.9500,826.7500,0.0338,0.2719,2229,0.000830769,6807.48375,0.176653333,0.37406773,1212.23875,36.82,55.75,0,0,0,-17.693371,-49.465363,69,52
5200555,7172.51,25558.8300,14430.9200,0.0812,0.1353,5629,0.044238462,3423.629375,0.15368,0.450481224,1475.308125,27.76,54.02,0,23.606,0,-14.171257,-49.429018,74,52
5200605,24548.4,30626.4900,210391.5900,0.2032,0.0358,7652,0.016207692,2431.679333,0.221064286,0.39656809,1799.849375,38.9,54.91,2,56.87,22700,-14.182966,-47.535121,75,52
5200803,29538.38,51879.8600,48100.3600,0.1172,0.1253,8666,0.008446154,2431.679333,0.221064286,0.462006043,1069.23375,31.15,56.74,1,36.298,6350,-14.566349,-46.631837,75,52
5200829,19750.22,64369.4900,41908.8200,0.0848,0.1246,3723,0.011807692,3423.629375,0.15368,0.434982279,1511.4725,27.44,53.82,10,23.375,0,-13.842472,-49.615386,74,52
5200852,1042.05,10447.1800,1761.0600,0.0407,0.2010,5969,0.010861538,6420.200625,0.176013333,0.361033239,1508.444375,40.76,53.42,0,0,0,-16.261113,-50.001308,72,52
5200902,3589.95,30681.8800,7060.1800,0.0430,0.1634,4109,-0.010184615,4431.35,0.204706667,0.313485114,1515.433125,31.01,54.63,0,0,0,-16.626558,-51.107283,71,52
5201108,15493.22,50679.6800,18917.0400,0.1334,0.2920,370875,0.017653846,6945.35,0.18182,0.371653961,1465.1175,43.61,52.99,0,63.002,180610,-16.290587,-48.973596,72,52
5201207,521.61,3517.7300,1108.2600,0.0466,0.1343,1115,0.013792308,4487.524375,0.242133333,0.333560964,1354.711875,34.71,55.17,0,0,0,-18.305291,-48.219831,70,52
5201306,10339.5,76165.9700,12628.4800,0.0544,0.2574,21614,0.008469231,6503.37625,0.178266667,0.353683003,1527.90125,39.39,54.04,0,0,12850,-16.398219,-49.967873,72,52
5201405,3374.25,8876.7400,4642.7700,0.1434,0.2425,532135,0.032353846,6385.18,0.175233333,0.36012035,1256.350625,39.22,57.45,0,23.699,0,-16.809829,-49.262917,72,52
5201454,3886.56,45816.0300,10041.4300,0.0469,0.1833,2871,0.008115385,5710.651875,0.160593333,0.255824647,1384.35375,30.99,53.05,0,27.636,0,-18.216835,-51.263053,69,52
5201504,16634.54,215591.7900,54194.5300,0.0387,0.1380,4110,0.010692308,5815.7275,0.162873333,0.27655545,1353.756875,32.45,53.56,1,89.06,9520,-18.768082,-52.045389,69,52
5201603,1539.09,11507.1300,2190.9600,0.0480,0.2094,4449,-0.001815385,6543.23875,0.17964,0.36230742,1483.658125,36.4,55.27,0,0,0,-16.365622,-49.701529,72,52
5201702,7533.54,32506.0500,26249.9800,0.0724,0.0881,19736,0.012876923,4431.35,0.204706667,0.310257286,1575.63,24.22,53.3,3,54.346,0,-15.970162,-52.146404,71,52
5201801,2745.09,15571.2600,3613.9500,0.0828,0.2801,9607,0.025715385,6397.270625,0.175713333,0.357821534,1322.664375,39.92,53.53,1,0,0,-16.951319,-49.419105,72,52
5202155,28241.75,108523.5700,79085.1900,0.0757,0.1011,7841,0.005330769,3423.629375,0.15368,0.404598566,1455.5525,27.07,54.76,9,89.524,0,-15.13917,-50.43959,74,52
5202353,12292.18,64789.3300,27711.7000,0.0591,0.1280,3974,-0.0143,4431.35,0.204706667,0.311281625,1310.795,30.77,55.19,2,0,0,-16.353467,-51.584537,71,52
5202502,35979.47,142498.6900,111212.6100,0.0374,0.0475,8945,0.032607692,3423.629375,0.15368,0.379189926,1473.811875,24.29,52.78,2,29.643,0,-14.805475,-50.937212,74,52
5202601,6773.45,42377.6500,8831.9100,0.0796,0.2933,4229,-0.009546154,6427.77,0.176033333,0.333244155,1353.246875,34.76,55.01,0,0,0,-16.694984,-50.525725,72,52
5202809,1228,13987.4900,2234.2100,0.0273,0.1496,2633,0.001984615,6458.010625,0.178046667,0.352348667,1479.71,39.36,54.06,0,0,0,-16.494176,-49.766667,72,52
5203104,19620.63,65421.9100,89830.8500,0.0899,0.0671,4562,0.074253846,4431.35,0.204706667,0.293118292,1358.956875,29.33,53.66,3,0,35210,-16.360065,-52.438049,71,52
5203203,24013.5,37572.6700,52417.7400,0.1849,0.1399,10235,0.025923077,658.415625,0.14998,0.421998716,1398.61625,38.34,55.89,0,25.395,0,-14.907532,-48.881195,84,52
5203302,13466.23,92794.7500,22117.3600,0.0673,0.2324,28077,0.023730769,6864.835,0.18412,0.35033258,1295.634375,39.5,53.77,1,42.256,12840,-16.957451,-48.911581,72,52
5203401,22078.36,97493.8900,66309.5300,0.0593,0.0848,8862,0.005938462,4431.35,0.204706667,0.301108369,1485.370625,27.94,54.27,1,45.323,0,-16.168337,-52.072388,71,52
5203500,7974.28,120534.2000,14020.4900,0.0183,0.1379,23632,0.022761538,10399.82688,0.142993333,0.311570618,1300.61,45.38,57.73,0,38.783,381231,-18.184093,-49.912411,69,52
5203559,1834.02,7254.0000,3302.5200,0.1102,0.2139,8876,0.032769231,6664.19875,0.180493333,0.364524805,1472.79875,40.44,53.74,0,17.194,0,-16.601313,-49.011265,72,52
5203575,17127.25,92015.6400,48336.7600,0.0530,0.0962,4069,0.024476923,3423.629375,0.15368,0.432303905,1492.9225,25.36,53.06,1,30.27,2160,-13.571897,-49.863612,74,52
5203609,1606.21,8801.3500,1870.9700,0.0493,0.1960,3565,0.016530769,6612.154375,0.17868,0.378450789,1405.223125,38.87,54.42,0,0,0,-16.387872,-49.378081,72,52
5203807,9708.25,97041.3300,35029.1500,0.0240,0.0637,5795,0.007784615,3423.629375,0.15368,0.366755482,1473.59625,23.59,53.39,0,0.068,0,-15.237049,-51.208418,74,52
5203906,7355.15,63949.4400,12533.5000,0.0455,0.1958,9501,0.005030769,6500.906875,0.165433333,0.350007143,1466.19125,41.49,55.22,4,0,15240,-18.067606,-49.058573,69,52
5203939,2046.3,12628.6400,5129.2100,0.0550,0.1254,3106,0.004869231,6392.41125,0.175,0.365127831,1510.841875,30.89,55.38,0,0,0,-16.169373,-50.452325,72,52
5203962,4900.32,8241.2100,11693.1500,0.2005,0.1502,3627,0.003115385,2431.679333,0.221064286,0.443008183,1281.518125,37.02,58.13,2,0,7930,-14.406981,-46.296631,75,52
5204003,16964.93,58715.7700,34450.2500,0.0828,0.1333,7882,0.009392308,6287.046875,0.209593333,0.409881589,1249.13125,40.92,55.11,1,36.533,66090,-15.759897,-46.992502,73,52
5204102,11784.25,126674.7500,27321.6800,0.0403,0.1630,11844,0.017584615,5727.20375,0.161086667,0.271624741,1397.68625,32.27,53.93,1,31.068,0,-18.477955,-50.994349,69,52
5204201,7052.12,25867.6000,9516.0000,0.1204,0.2712,1545,-0.0012,4431.35,0.204706667,0.327729563,1357.604375,30.39,53.17,0,0,0,-16.720616,-50.699395,71,52
5204250,2825.78,42733.4500,5369.1200,0.0212,0.1470,8542,9.23E-05,9389.713125,0.13208,0.330569584,1415.54875,45.44,58.67,0,19.286,34570,-18.464845,-49.554349,44,52
5204300,12666.05,175601.2500,31564.4800,0.0296,0.1453,15065,0.0179,5784.61875,0.160913333,0.280998221,1323.150625,28.8,53.8,5,0,0,-18.609105,-51.239095,69,52
5204409,114595.34,459706.2100,283896.5300,0.0680,0.1057,18329,0.013338462,4431.35,0.204706667,0.281696497,1435.703125,32.61,53.04,6,84.397,242230,-17.007129,-51.81463,71,52
5204508,15163.86,87187.9800,47786.8400,0.0574,0.0999,83220,0.034946154,5619.595,0.251906667,0.35745396,1262.03625,37.79,54.26,8,34.703,0,-17.705135,-48.646827,70,52
5204557,2658.7,16819.8400,5735.7900,0.0612,0.1604,3664,0.018630769,6440.930625,0.176993333,0.355694157,1383.85625,38.41,54.94,0,1.923,0,-16.742178,-48.97209,72,52
5204607,2948.92,17445.6800,7552.6200,0.0810,0.1691,3796,0.012430769,6480.146875,0.17134,0.34725351,1213.45,34.61,54.8,0,0,0,-16.787289,-49.699976,72,52
5204656,26159.99,32286.5700,120231.0700,0.1691,0.0518,3908,-0.0017,2431.679333,0.221064286,0.407324093,1723.1825,36.23,54.46,1,25.28,0,-13.884808,-48.568129,75,52
5204706,12745.48,46163.0900,46383.7600,0.0716,0.0713,12198,0.015369231,2431.679333,0.221064286,0.431952447,1627.589375,33.87,53.84,1,46.865,69290,-14.045001,-48.975242,75,52
5204805,41287.23,122065.5200,80882.4500,0.0903,0.1303,7024,0.025007692,6977.961875,0.217146667,0.344794021,1324.590625,43.72,52.78,3,109.614,229140,-17.551461,-47.768395,70,52
5204854,2843.85,10062.6200,3042.5400,0.1211,0.3131,7219,0.025853846,6800.3825,0.1815,0.372556483,1422.748125,41.66,53.59,2,0,0,-16.285953,-49.103528,72,52
5204904,9363.09,16685.2600,42458.5200,0.0973,0.0406,19665,0.010776923,2431.679333,0.221064286,0.452341593,1227.138125,35.54,55.73,2,0,0,-13.000299,-46.514392,75,52
5204953,6069.33,26336.5200,9331.0800,0.0708,0.1770,7012,-0.020269231,3423.629375,0.15368,0.443034517,1488.194375,26.85,53.43,0,0,0,-14.199973,-49.660472,74,52
5205000,5924.79,32348.4200,6041.2100,0.0514,0.2251,9767,0.011384615,6410.241875,0.176153333,0.38699214,1644.221875,34.66,54.76,1,0,0,-15.425199,-49.743817,72,52
5205059,3573.07,24585.8200,3112.8800,0.0434,0.2636,4451,0.001446154,8359.596875,0.15172,0.279802758,1339.89375,40.36,56.98,0,0,115240,-18.157931,-50.346841,69,52
5205109,57622.07,204283.8000,101281.0600,0.0809,0.1507,100590,0.026315385,6466.029375,0.227273333,0.359997685,1387.779375,41.22,53.72,9,114.667,318021,-17.920497,-47.659781,70,52
5205208,2599.8,15723.9700,2689.5900,0.0620,0.2789,5010,0.009207692,6480.156875,0.177393333,0.365170622,1471.93125,37.64,55.02,1,0,0,-16.454763,-49.583646,72,52
5205307,59870.05,30776.1300,611483.3800,0.3012,0.0212,10398,0.007046154,2431.679333,0.221064286,0.427012392,1541.59375,34.23,54.69,2,22.172,0,-13.635064,-47.696151,75,52
5205406,3385.49,16762.6200,2111.0300,0.0759,0.3948,22034,0.006738462,6420.42125,0.176186667,0.386996985,1521.460625,41.47,54.64,4,15.459,0,-15.276544,-49.637652,72,52
5205455,4289.35,29431.4800,7873.6800,0.0584,0.1881,8299,0.015869231,6877.6575,0.183566667,0.345716647,1261.84125,34.6,54.25,0,13.761,0,-17.086453,-49.756598,72,52
5205471,11160.69,155930.7800,50405.3900,0.0253,0.0742,8853,0.052123077,10592.32438,0.150253333,0.263127821,1583.455625,43.52,53.05,2,55.292,646078,-18.464912,-52.633543,69,52
5205497,6603.03,13653.6900,16433.6100,0.1582,0.1351,65520,0.029969231,5169.1,0.208846667,0.366905415,1392.71625,43.8,53.22,2,0,0,-16.124361,-47.819112,73,52
